,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
13172,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"AMEND, Rolf-Dieter",GDR,Men,C-2 (Canoe Double),Gold
13173,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"HOFMANN, Walter",GDR,Men,C-2 (Canoe Double),Gold
13174,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"BAUES, Wilhelm Bernd",FRG,Men,C-2 (Canoe Double),Silver
13175,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"SCHUMACHER, Hans-Otto",FRG,Men,C-2 (Canoe Double),Silver
13176,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"GIMPEL, Harald",GDR,Men,K-1 (Kayak Single),Bronze
13177,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"HORN, Siegbert",GDR,Men,K-1 (Kayak Single),Gold
13178,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"SATTLER, Norbert",AUT,Men,K-1 (Kayak Single),Silver
13182,1972,Munich,Cycling,Cycling Road,"KUIPER, Hennie",NED,Men,Individual Road Race,Gold
13183,1972,Munich,Cycling,Cycling Road,"SEFTON, Clyde",AUS,Men,Individual Road Race,Silver
13184,1972,Munich,Cycling,Cycling Road,"KOMNATOV, Gennadi",URS,Men,Team Time Trial,Gold
13185,1972,Munich,Cycling,Cycling Road,"LIKHACHEV, Valery",URS,Men,Team Time Trial,Gold
13186,1972,Munich,Cycling,Cycling Road,"SHUKHOV, Boris",URS,Men,Team Time Trial,Gold
13187,1972,Munich,Cycling,Cycling Road,"YARDY, Valery",URS,Men,Team Time Trial,Gold
13188,1972,Munich,Cycling,Cycling Road,"BARCIK, Edward",POL,Men,Team Time Trial,Silver
13189,1972,Munich,Cycling,Cycling Road,"LIS, Lucjan",POL,Men,Team Time Trial,Silver
13190,1972,Munich,Cycling,Cycling Road,"SZOZDA, Stanislaw",POL,Men,Team Time Trial,Silver
13191,1972,Munich,Cycling,Cycling Road,"SZURKOWSKI, Ryszard",POL,Men,Team Time Trial,Silver
13192,1972,Munich,Cycling,Cycling Track,"SCHÜTZE, Jürgen",GDR,Men,1KM Time Trial,Bronze
13193,1972,Munich,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1KM Time Trial,Gold
13194,1972,Munich,Cycling,Cycling Track,"CLARK, Daniel",AUS,Men,1KM Time Trial,Silver
13195,1972,Munich,Cycling,Cycling Track,"BEK, Andrzej",POL,Men,2000M Tandem,Bronze
13196,1972,Munich,Cycling,Cycling Track,"KOCOT, Benedykt",POL,Men,2000M Tandem,Bronze
13197,1972,Munich,Cycling,Cycling Track,"SEMENETS, Vladimir",URS,Men,2000M Tandem,Gold
13198,1972,Munich,Cycling,Cycling Track,"TSELOVALNIKOV, Igor",URS,Men,2000M Tandem,Gold
13199,1972,Munich,Cycling,Cycling Track,"GESCHKE, Hans-Jürgen",GDR,Men,2000M Tandem,Silver
13200,1972,Munich,Cycling,Cycling Track,"OTTO, Werner",GDR,Men,2000M Tandem,Silver
13201,1972,Munich,Cycling,Cycling Track,"LUTZ, Hans",FRG,Men,Individual Pursuit,Bronze
13202,1972,Munich,Cycling,Cycling Track,"KNUDSEN, Knut",NOR,Men,Individual Pursuit,Gold
13203,1972,Munich,Cycling,Cycling Track,"KURMANN, Xaver",SUI,Men,Individual Pursuit,Silver
13204,1972,Munich,Cycling,Cycling Track,"PKHAKADZE, Omar",URS,Men,Sprint Indivual,Bronze
13205,1972,Munich,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint Indivual,Gold
13206,1972,Munich,Cycling,Cycling Track,"NICHOLSON, John Michael",AUS,Men,Sprint Indivual,Silver
13207,1972,Munich,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000M),Bronze
13208,1972,Munich,Cycling,Cycling Track,"HALLAM, Ian",GBR,Men,Team Pursuit (4000M),Bronze
13209,1972,Munich,Cycling,Cycling Track,"KEEBLE, Ronald James",GBR,Men,Team Pursuit (4000M),Bronze
13210,1972,Munich,Cycling,Cycling Track,"MOORE, William",GBR,Men,Team Pursuit (4000M),Bronze
13211,1972,Munich,Cycling,Cycling Track,"COLOMBO, Jürgen",FRG,Men,Team Pursuit (4000M),Gold
13212,1972,Munich,Cycling,Cycling Track,"HARITZ, Günter",FRG,Men,Team Pursuit (4000M),Gold
13213,1972,Munich,Cycling,Cycling Track,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000M),Gold
13214,1972,Munich,Cycling,Cycling Track,"SCHUHMACHER, Günther",FRG,Men,Team Pursuit (4000M),Gold
13215,1972,Munich,Cycling,Cycling Track,"HUSCHKE, Thomas",GDR,Men,Team Pursuit (4000M),Silver
13216,1972,Munich,Cycling,Cycling Track,"RICHTER, Heinz",GDR,Men,Team Pursuit (4000M),Silver
13217,1972,Munich,Cycling,Cycling Track,"RICHTER, Herbert",GDR,Men,Team Pursuit (4000M),Silver
13218,1972,Munich,Cycling,Cycling Track,"UNTERWALDER, Uwe",GDR,Men,Team Pursuit (4000M),Silver
13219,1972,Munich,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,Individual,Bronze
13222,1972,Munich,Equestrian,Dressage,"KALITA, Ivan",URS,Men,Team,Gold
13223,1972,Munich,Equestrian,Dressage,"KIZIMOV, Ivan",URS,Men,Team,Gold
13224,1972,Munich,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,Team,Silver
13231,1972,Munich,Equestrian,Eventing,"JÖNSSON, Jan",SWE,Men,Individual,Bronze
13232,1972,Munich,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,Individual,Gold
13233,1972,Munich,Equestrian,Eventing,"ARGENTON, Alessandro",ITA,Men,Individual,Silver
13234,1972,Munich,Equestrian,Eventing,"GOESSING, Ludwig (Lutz)",FRG,Men,Team,Bronze
13235,1972,Munich,Equestrian,Eventing,"KARSTEN, Horst",FRG,Men,Team,Bronze
13236,1972,Munich,Equestrian,Eventing,"KLUGMANN, Harry",FRG,Men,Team,Bronze
13237,1972,Munich,Equestrian,Eventing,"SCHULTZ, Karl",FRG,Men,Team,Bronze
13238,1972,Munich,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,Team,Gold
13239,1972,Munich,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",GBR,Men,Team,Gold
13240,1972,Munich,Equestrian,Eventing,"DAVIDSON, Bruce Oram",USA,Men,Team,Silver
13241,1972,Munich,Equestrian,Eventing,"FREEMAN, Kevin John",USA,Men,Team,Silver
13242,1972,Munich,Equestrian,Eventing,"PLUMB, John Michael",USA,Men,Team,Silver
13243,1972,Munich,Equestrian,Eventing,"WOFFORD, James Cunningham",USA,Men,Team,Silver
13246,1972,Munich,Equestrian,Jumping,"SHAPIRO, Neal",USA,Men,Individual,Bronze
13247,1972,Munich,Equestrian,Jumping,"MANCINELLI, Graziano",ITA,Men,Individual,Gold
13249,1972,Munich,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Team,Bronze
13250,1972,Munich,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Team,Bronze
13251,1972,Munich,Equestrian,Jumping,"MANCINELLI, Graziano",ITA,Men,Team,Bronze
13252,1972,Munich,Equestrian,Jumping,"ORLANDI, Vittorio",ITA,Men,Team,Bronze
13253,1972,Munich,Equestrian,Jumping,"LIGGES, Fritz",FRG,Men,Team,Gold
13254,1972,Munich,Equestrian,Jumping,"STEENKEN, Hartwig",FRG,Men,Team,Gold
13255,1972,Munich,Equestrian,Jumping,"WILTFANG, Gerhard (Gerd)",FRG,Men,Team,Gold
13256,1972,Munich,Equestrian,Jumping,"WINKLER, Hans Günter",FRG,Men,Team,Gold
13257,1972,Munich,Equestrian,Jumping,"CHAPOT, Frank Davis",USA,Men,Team,Silver
13258,1972,Munich,Equestrian,Jumping,"SHAPIRO, Neal",USA,Men,Team,Silver
13259,1972,Munich,Equestrian,Jumping,"STEINKRAUS, William Clark",USA,Men,Team,Silver
13261,1972,Munich,Fencing,Fencing,"KULCSAR, Gyözö",HUN,Men,Épée Individual,Bronze
13262,1972,Munich,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,Épée Individual,Gold
13263,1972,Munich,Fencing,Fencing,"LADEGAILLERIE, Jacques",FRA,Men,Épée Individual,Silver
13264,1972,Munich,Fencing,Fencing,"KRISS, Grigori",URS,Men,Épée Team,Bronze
13265,1972,Munich,Fencing,Fencing,"MODZALEVSKY, Viktor",URS,Men,Épée Team,Bronze
13266,1972,Munich,Fencing,Fencing,"PARAMONOV, Sergei",URS,Men,Épée Team,Bronze
13267,1972,Munich,Fencing,Fencing,"VALETOV, Igor",URS,Men,Épée Team,Bronze
13268,1972,Munich,Fencing,Fencing,"ZAZHITSKY, Georgi",URS,Men,Épée Team,Bronze
13269,1972,Munich,Fencing,Fencing,"ERDÖS, Sandor",HUN,Men,Épée Team,Gold
13270,1972,Munich,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,Épée Team,Gold
13271,1972,Munich,Fencing,Fencing,"KULCSAR, Gyözö",HUN,Men,Épée Team,Gold
13272,1972,Munich,Fencing,Fencing,"OSZTRICS, Istvan",HUN,Men,Épée Team,Gold
13273,1972,Munich,Fencing,Fencing,"SCHMITT, Pal",HUN,Men,Épée Team,Gold
13274,1972,Munich,Fencing,Fencing,"EVEQUOZ, Guy",SUI,Men,Épée Team,Silver
13275,1972,Munich,Fencing,Fencing,"GIGER, Daniel",SUI,Men,Épée Team,Silver
13276,1972,Munich,Fencing,Fencing,"KAUTER, Christian",SUI,Men,Épée Team,Silver
13277,1972,Munich,Fencing,Fencing,"LÖTSCHER, Peter",SUI,Men,Épée Team,Silver
13278,1972,Munich,Fencing,Fencing,"SUCHANECKI, Francois",SUI,Men,Épée Team,Silver
13279,1972,Munich,Fencing,Fencing,"NOËL, Christian",FRA,Men,Foil Individual,Bronze
13280,1972,Munich,Fencing,Fencing,"WOYDA, Witold",POL,Men,Foil Individual,Gold
13281,1972,Munich,Fencing,Fencing,"KAMUTI, Jenö",HUN,Men,Foil Individual,Silver
13285,1972,Munich,Fencing,Fencing,"BEROLATTI, Gilles",FRA,Men,Foil Team,Bronze
13286,1972,Munich,Fencing,Fencing,"MAGNAN, Jean-Claude",FRA,Men,Foil Team,Bronze
13287,1972,Munich,Fencing,Fencing,"NOËL, Christian",FRA,Men,Foil Team,Bronze
13288,1972,Munich,Fencing,Fencing,"REVENU, Daniel",FRA,Men,Foil Team,Bronze
13289,1972,Munich,Fencing,Fencing,"TALVARD, Bernard",FRA,Men,Foil Team,Bronze
13290,1972,Munich,Fencing,Fencing,"DABROWSKI, Marek",POL,Men,Foil Team,Gold
13291,1972,Munich,Fencing,Fencing,"GODEL, Arkadiusz",POL,Men,Foil Team,Gold
13292,1972,Munich,Fencing,Fencing,"KACZMAREK, Jerzy",POL,Men,Foil Team,Gold
13293,1972,Munich,Fencing,Fencing,"KOZIEJOWSKI, Lech",POL,Men,Foil Team,Gold
13294,1972,Munich,Fencing,Fencing,"WOYDA, Witold",POL,Men,Foil Team,Gold
13295,1972,Munich,Fencing,Fencing,"DENISOV, Vladimir",URS,Men,Foil Team,Silver
13296,1972,Munich,Fencing,Fencing,"KOTETSEV, Anatoli",URS,Men,Foil Team,Silver
13297,1972,Munich,Fencing,Fencing,"PUTYATIN, Viktor",URS,Men,Foil Team,Silver
13298,1972,Munich,Fencing,Fencing,"ROMANOV, Leonid",URS,Men,Foil Team,Silver
13299,1972,Munich,Fencing,Fencing,"STANKOVICH, Vasili",URS,Men,Foil Team,Silver
13314,1972,Munich,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Individual,Bronze
13315,1972,Munich,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Individual,Gold
13316,1972,Munich,Fencing,Fencing,"MAROTH, Peter",HUN,Men,Sabre Individual,Silver
13317,1972,Munich,Fencing,Fencing,"BAKONYI, Peter",HUN,Men,Sabre Team,Bronze
13318,1972,Munich,Fencing,Fencing,"GEREVICH, Pal",HUN,Men,Sabre Team,Bronze
13319,1972,Munich,Fencing,Fencing,"KOVACS, Tamas",HUN,Men,Sabre Team,Bronze
13320,1972,Munich,Fencing,Fencing,"MAROTH, Peter",HUN,Men,Sabre Team,Bronze
13321,1972,Munich,Fencing,Fencing,"PEZSA, Tibor",HUN,Men,Sabre Team,Bronze
13322,1972,Munich,Fencing,Fencing,"MAFFEI, Michele",ITA,Men,Sabre Team,Gold
13323,1972,Munich,Fencing,Fencing,"MONTANO, Mario Aldo",ITA,Men,Sabre Team,Gold
13324,1972,Munich,Fencing,Fencing,"MONTANO, Mario Tullio",ITA,Men,Sabre Team,Gold
13325,1972,Munich,Fencing,Fencing,"RIGOLI, Rolando",ITA,Men,Sabre Team,Gold
13326,1972,Munich,Fencing,Fencing,"SALVADORI, Cesare",ITA,Men,Sabre Team,Gold
13327,1972,Munich,Fencing,Fencing,"BASHENOV, Viktor",URS,Men,Sabre Team,Silver
13328,1972,Munich,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Men,Sabre Team,Silver
13329,1972,Munich,Fencing,Fencing,"RAKITA, Mark",URS,Men,Sabre Team,Silver
13330,1972,Munich,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,Sabre Team,Silver
13331,1972,Munich,Fencing,Fencing,"VINOKUROV, Eduard",URS,Men,Sabre Team,Silver
13332,1972,Munich,Football,Football,"ANDRIASYAN, Arkadi",URS,Men,Football,Bronze
13333,1972,Munich,Football,Football,"BLOKHIN, Oleg",URS,Men,Football,Bronze
13334,1972,Munich,Football,Football,"BRANSCH, Bernd",GDR,Men,Football,Bronze
13335,1972,Munich,Football,Football,"CROY, Jürgen",GDR,Men,Football,Bronze
13336,1972,Munich,Football,Football,"DUCKE, Peter",GDR,Men,Football,Bronze
13337,1972,Munich,Football,Football,"DZODZUASHVILI, Revaz",URS,Men,Football,Bronze
13338,1972,Munich,Football,Football,"ELISEEV, Yuri",URS,Men,Football,Bronze
13339,1972,Munich,Football,Football,"EVRYUZHIKHIN, Gennadi",URS,Men,Football,Bronze
13340,1972,Munich,Football,Football,"GANZERA, Frank",GDR,Men,Football,Bronze
13341,1972,Munich,Football,Football,"HÄFNER, Reinhard",GDR,Men,Football,Bronze
13342,1972,Munich,Football,Football,"IRMSCHER, Harald",GDR,Men,Football,Bronze
13343,1972,Munich,Football,Football,"ISTOMIN, Yuri",URS,Men,Football,Bronze
13344,1972,Munich,Football,Football,"KAPLICHNY, Vladimir",URS,Men,Football,Bronze
13345,1972,Munich,Football,Football,"KHURCILAVA, Murtaz",URS,Men,Football,Bronze
13346,1972,Munich,Football,Football,"KOLOTOV, Viktor",URS,Men,Football,Bronze
13347,1972,Munich,Football,Football,"KREISCHE, Hans-Jürgen",GDR,Men,Football,Bronze
13348,1972,Munich,Football,Football,"KUKSOV, Anatoli",URS,Men,Football,Bronze
13349,1972,Munich,Football,Football,"KURBJUWEIT, Lothar",GDR,Men,Football,Bronze
13350,1972,Munich,Football,Football,"LOVCHEV, Yevgeni",URS,Men,Football,Bronze
13351,1972,Munich,Football,Football,"OLSHANSKY, Sergei",URS,Men,Football,Bronze
13352,1972,Munich,Football,Football,"ONISHCHENKO, Vladimir",URS,Men,Football,Bronze
13353,1972,Munich,Football,Football,"PILGUI, Vladimir",URS,Men,Football,Bronze
13354,1972,Munich,Football,Football,"POMMERENKE, Jürgen",GDR,Men,Football,Bronze
13355,1972,Munich,Football,Football,"RUDAKOV, Yevgeni",URS,Men,Football,Bronze
13356,1972,Munich,Football,Football,"SABO, Iosef",URS,Men,Football,Bronze
13357,1972,Munich,Football,Football,"SCHULENBERG, Ralf",GDR,Men,Football,Bronze
13358,1972,Munich,Football,Football,"SEGUIN, Wolfgang",GDR,Men,Football,Bronze
13359,1972,Munich,Football,Football,"SEMENOV, Vyacheslav",URS,Men,Football,Bronze
13360,1972,Munich,Football,Football,"SPARWASSER, Jürgen",GDR,Men,Football,Bronze
13361,1972,Munich,Football,Football,"STREICH, Joachim",GDR,Men,Football,Bronze
13362,1972,Munich,Football,Football,"VOGEL, Eberhard",GDR,Men,Football,Bronze
13363,1972,Munich,Football,Football,"WATZLICH, Siegmar",GDR,Men,Football,Bronze
13364,1972,Munich,Football,Football,"WEISE, Konrad",GDR,Men,Football,Bronze
13365,1972,Munich,Football,Football,"YAKUBIK, Andrei",URS,Men,Football,Bronze
13366,1972,Munich,Football,Football,"ZANAZANYAN, Oganes",URS,Men,Football,Bronze
13367,1972,Munich,Football,Football,"ZAPF, Manfred",GDR,Men,Football,Bronze
13368,1972,Munich,Football,Football,"ANCZOK, Zygmunt",POL,Men,Football,Gold
13369,1972,Munich,Football,Football,"CMIKIEWICZ, Leslaw",POL,Men,Football,Gold
13370,1972,Munich,Football,Football,"DEYNA, Kazimierz",POL,Men,Football,Gold
13371,1972,Munich,Football,Football,"GADOCHA, Robert",POL,Men,Football,Gold
13372,1972,Munich,Football,Football,"GORGON, Jerzy",POL,Men,Football,Gold
13373,1972,Munich,Football,Football,"GUT, Zbigniew",POL,Men,Football,Gold
13374,1972,Munich,Football,Football,"KMIECIK, Kazimierz",POL,Men,Football,Gold
13375,1972,Munich,Football,Football,"KOSTKA, Hubert",POL,Men,Football,Gold
13376,1972,Munich,Football,Football,"KRASKA, Jerzy",POL,Men,Football,Gold
13377,1972,Munich,Football,Football,"LATO, Grzegorz",POL,Men,Football,Gold
13378,1972,Munich,Football,Football,"LUBANSKI, Wlodzimierz",POL,Men,Football,Gold
13379,1972,Munich,Football,Football,"MARX, Joachim",POL,Men,Football,Gold
13380,1972,Munich,Football,Football,"MASZCZYK, Zygmunt",POL,Men,Football,Gold
13381,1972,Munich,Football,Football,"OSTAFINSKI, Marjan",POL,Men,Football,Gold
13382,1972,Munich,Football,Football,"SZOLTYSIK, Zygfryd",POL,Men,Football,Gold
13383,1972,Munich,Football,Football,"SZYMANOWSKI, Antoni",POL,Men,Football,Gold
13384,1972,Munich,Football,Football,"SZYMCZAK, Ryszard",POL,Men,Football,Gold
13385,1972,Munich,Football,Football,"BALINT, Laszlo",HUN,Men,Football,Silver
13386,1972,Munich,Football,Football,"BRANIKOVICS, Laszlo",HUN,Men,Football,Silver
13387,1972,Munich,Football,Football,"DUNAI, Antal",HUN,Men,Football,Silver
13388,1972,Munich,Football,Football,"DUNAI, Ede",HUN,Men,Football,Silver
13389,1972,Munich,Football,Football,"GECZI, Istvan",HUN,Men,Football,Silver
13390,1972,Munich,Football,Football,"JUHASZ, Peter",HUN,Men,Football,Silver
13391,1972,Munich,Football,Football,"KOCSIS, Lajos",HUN,Men,Football,Silver
13392,1972,Munich,Football,Football,"KOVACS, Jozsef",HUN,Men,Football,Silver
13393,1972,Munich,Football,Football,"KOZMA, Mihaly",HUN,Men,Football,Silver
13394,1972,Munich,Football,Football,"KU, Lajos",HUN,Men,Football,Silver
13395,1972,Munich,Football,Football,"PANCSICS, Miklos",HUN,Men,Football,Silver
13396,1972,Munich,Football,Football,"ROTHERMEL, Adam",HUN,Men,Football,Silver
13397,1972,Munich,Football,Football,"SZUCS, Lajos",HUN,Men,Football,Silver
13398,1972,Munich,Football,Football,"TOTH, Kalman",HUN,Men,Football,Silver
13399,1972,Munich,Football,Football,"VARADI, Bela",HUN,Men,Football,Silver
13400,1972,Munich,Football,Football,"VEPI, Peter",HUN,Men,Football,Silver
13401,1972,Munich,Football,Football,"VIDACS, Csaba",HUN,Men,Football,Silver
13405,1972,Munich,Gymnastics,Artistic G.,"KASAMATSU, Shigeru",JPN,Men,Floor Exercises,Bronze
13406,1972,Munich,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Floor Exercises,Gold
13407,1972,Munich,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,Floor Exercises,Silver
13411,1972,Munich,Gymnastics,Artistic G.,"KASAMATSU, Shigeru",JPN,Men,Horizontal Bar,Bronze
13412,1972,Munich,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Horizontal Bar,Gold
13413,1972,Munich,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Horizontal Bar,Silver
13414,1972,Munich,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,Individual All-Round,Bronze
13415,1972,Munich,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Individual All-Round,Gold
13416,1972,Munich,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Individual All-Round,Silver
13420,1972,Munich,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Parallel Bars,Bronze
13421,1972,Munich,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Parallel Bars,Gold
13422,1972,Munich,Gymnastics,Artistic G.,"KASAMATSU, Shigeru",JPN,Men,Parallel Bars,Silver
13423,1972,Munich,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Pommel Horse,Bronze
13424,1972,Munich,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,Pommel Horse,Gold
13425,1972,Munich,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Pommel Horse,Silver
13426,1972,Munich,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Rings,Bronze
13427,1972,Munich,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,Rings,Gold
13428,1972,Munich,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,Rings,Silver
13429,1972,Munich,Gymnastics,Artistic G.,"BREHME, Matthias",GDR,Men,Team Competition,Bronze
13430,1972,Munich,Gymnastics,Artistic G.,"KLOTZ, Wolfgang",GDR,Men,Team Competition,Bronze
13431,1972,Munich,Gymnastics,Artistic G.,"KÖSTE, Klaus",GDR,Men,Team Competition,Bronze
13432,1972,Munich,Gymnastics,Artistic G.,"PAEKE, Jürgen",GDR,Men,Team Competition,Bronze
13433,1972,Munich,Gymnastics,Artistic G.,"RYCHLY, Reinhard",GDR,Men,Team Competition,Bronze
13434,1972,Munich,Gymnastics,Artistic G.,"THÜNE, Wolfgang",GDR,Men,Team Competition,Bronze
13435,1972,Munich,Gymnastics,Artistic G.,"KASAMATSU, Shigeru",JPN,Men,Team Competition,Gold
13436,1972,Munich,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Team Competition,Gold
13437,1972,Munich,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Team Competition,Gold
13438,1972,Munich,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,Team Competition,Gold
13439,1972,Munich,Gymnastics,Artistic G.,"OKAMURA, Teruichi",JPN,Men,Team Competition,Gold
13440,1972,Munich,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Team Competition,Gold
13441,1972,Munich,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Team Competition,Silver
13442,1972,Munich,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,Team Competition,Silver
13443,1972,Munich,Gymnastics,Artistic G.,"MALEEV, Aleksandr",URS,Men,Team Competition,Silver
13444,1972,Munich,Gymnastics,Artistic G.,"MIKAELIAN, Edvard",URS,Men,Team Competition,Silver
13445,1972,Munich,Gymnastics,Artistic G.,"SHUKIN, Vladimir",URS,Men,Team Competition,Silver
13446,1972,Munich,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,Team Competition,Silver
13468,1972,Munich,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Vault,Bronze
13469,1972,Munich,Gymnastics,Artistic G.,"KÖSTE, Klaus",GDR,Men,Vault,Gold
13470,1972,Munich,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,Vault,Silver
13474,1972,Munich,Handball,Handball,"BIRTALAN, Stefan",ROU,Men,Handball,Bronze
13475,1972,Munich,Handball,Handball,"COSMA, Adrian",ROU,Men,Handball,Bronze
13476,1972,Munich,Handball,Handball,"DINCA, Alexandru",ROU,Men,Handball,Bronze
13477,1972,Munich,Handball,Handball,"GATU, Cristian",ROU,Men,Handball,Bronze
13478,1972,Munich,Handball,Handball,"GRUIA, Gheorghe",ROU,Men,Handball,Bronze
13479,1972,Munich,Handball,Handball,"GUNES, Roland",ROU,Men,Handball,Bronze
13480,1972,Munich,Handball,Handball,"KICSID, Gabriel",ROU,Men,Handball,Bronze
13481,1972,Munich,Handball,Handball,"LICU, Ghita",ROU,Men,Handball,Bronze
13482,1972,Munich,Handball,Handball,"MARIN, Daniel",ROU,Men,Handball,Bronze
13483,1972,Munich,Handball,Handball,"PENU, Cornel",ROU,Men,Handball,Bronze
13484,1972,Munich,Handball,Handball,"SAMUNGI, Valentin",ROU,Men,Handball,Bronze
13485,1972,Munich,Handball,Handball,"SOBEL, Simion",ROU,Men,Handball,Bronze
13486,1972,Munich,Handball,Handball,"STOCKL, Werner",ROU,Men,Handball,Bronze
13487,1972,Munich,Handball,Handball,"TUDOSIE, Constantin",ROU,Men,Handball,Bronze
13488,1972,Munich,Handball,Handball,"VOINEA, Radu",ROU,Men,Handball,Bronze
13489,1972,Munich,Handball,Handball,"ARSLANAGIC, Abaz",YUG,Men,Handball,Gold
13490,1972,Munich,Handball,Handball,"FAJFRIC, Petar",YUG,Men,Handball,Gold
13491,1972,Munich,Handball,Handball,"HORVAT, Hrvoje",YUG,Men,Handball,Gold
13492,1972,Munich,Handball,Handball,"KARALIC, Milorad",YUG,Men,Handball,Gold
13493,1972,Munich,Handball,Handball,"LAVRNIC, Djoko",YUG,Men,Handball,Gold
13494,1972,Munich,Handball,Handball,"LAZAREVIC, Milan",YUG,Men,Handball,Gold
13495,1972,Munich,Handball,Handball,"MILJAK, Zdravko",YUG,Men,Handball,Gold
13496,1972,Munich,Handball,Handball,"MISKOVIC, Slobodan",YUG,Men,Handball,Gold
13497,1972,Munich,Handball,Handball,"POKRAJAC, Branislav",YUG,Men,Handball,Gold
13498,1972,Munich,Handball,Handball,"POPOVIC, Nebojsa",YUG,Men,Handball,Gold
13499,1972,Munich,Handball,Handball,"PRIBANIC, Miroslav",YUG,Men,Handball,Gold
13500,1972,Munich,Handball,Handball,"VIDOVIC, Albin",YUG,Men,Handball,Gold
13501,1972,Munich,Handball,Handball,"ZIVKOVIC, Zoran",YUG,Men,Handball,Gold
13502,1972,Munich,Handball,Handball,"ZORKO, Zdenko",YUG,Men,Handball,Gold
13503,1972,Munich,Handball,Handball,"BENES, Ladislav",TCH,Men,Handball,Silver
13504,1972,Munich,Handball,Handball,"BRUNA, Frantisek",TCH,Men,Handball,Silver
13505,1972,Munich,Handball,Handball,"HABR, Vladimir",TCH,Men,Handball,Silver
13506,1972,Munich,Handball,Handball,"JARY, Vladimir",TCH,Men,Handball,Silver
13507,1972,Munich,Handball,Handball,"KAVAN, Jiri",TCH,Men,Handball,Silver
13508,1972,Munich,Handball,Handball,"KLIMCICK, Arnost",TCH,Men,Handball,Silver
13509,1972,Munich,Handball,Handball,"KONENCNY, Jaroslav",TCH,Men,Handball,Silver
13510,1972,Munich,Handball,Handball,"KRALIK, Frantisek",TCH,Men,Handball,Silver
13511,1972,Munich,Handball,Handball,"KREPINDL, Jindrich",TCH,Men,Handball,Silver
13512,1972,Munich,Handball,Handball,"LAFKO, Vincent",TCH,Men,Handball,Silver
13513,1972,Munich,Handball,Handball,"LUKOSIK, Andrej",TCH,Men,Handball,Silver
13514,1972,Munich,Handball,Handball,"MIKES, Pavel",TCH,Men,Handball,Silver
13515,1972,Munich,Handball,Handball,"POSPISIL, Petr",TCH,Men,Handball,Silver
